,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,imdb score,language
70,s1519,Movie,Ma Rainey's Black Bottom: A Legacy Brought to Screen,,"Glynn Turman, Denzel Washington, George C. Wolfe, Branford Marsalis, Viola Davis, Imani Perry, Michael Potts, Coleman Domingo, Constanza Romero, August Wilson, Todd Black, Dusan Brown, Taylour Paige, Ann Roth, Chadwick Boseman",,2020-12-18,2020,TV-PG,32 min,"Documentaries, Music & Musicals","Viola Davis, Denzel Washington, George C. Wolfe and more share the heart, soul and history that brought August Wilson’s timeless play to the screen.",7.0,English
71,s1551,Movie,A California Christmas,Shaun Paul Piccinino,"Lauren Swickard, Josh Swickard, Ali Afshar, David Del Rio, Natalia Mann, Katelyn Epperly, Gunnar Anderson, Julie Lancaster, Amanda Detmer",United States,2020-12-14,2020,PG-13,107 min,"Comedies, Romantic Movies","With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family’s land before Christmas.",5.8,English
72,s1559,Movie,Giving Voice,"James D. Stern, Fernando Villena","Viola Davis, Denzel Washington, Stephen Henderson, Freedom Martin, Nia Sarfo, Cody Merridith, Gerardo Navarro, Aaron Guy, Callie Holley",United States,2020-12-11,2020,PG-13,91 min,Documentaries,"Six ambitious student actors audition for the prestigious August Wilson Monologue Competition, culminating in a riveting final round on Broadway.",6.7,English
73,s1561,Movie,The Prom,Ryan Murphy,"Meryl Streep, James Corden, Nicole Kidman, Kerry Washington, Andrew Rannells, Keegan-Michael Key, Jo Ellen Pellman, Ariana DeBose, Mary Kay Place, Kevin Chamberlin, Tracey Ullman, Logan Riley, Sofia Deler, Nico Greetham, Nathaniel J. Potvin",United States,2020-12-11,2020,PG-13,132 min,"Comedies, LGBTQ Movies, Music & Musicals",A group of down-on-their-luck Broadway stars shake up a small Indiana town as they rally behind a teen who just wants to attend prom with her girlfriend.,5.9,English
74,s1572,Movie,Rose Island,Sydney Sibilia,"Elio Germano, Matilda De Angelis, Tom Wlaschiha, Luca Zingaretti, Fabrizio Bentivoglio, Leonardo Lidi, François Cluzet",Italy,2020-12-09,2020,TV-14,119 min,"Comedies, Dramas, International Movies","An idealistic engineer builds his own island off the coast of Italy and declares it a nation, drawing the attention of the world — and the government.",7.0,Italian
75,s1593,Movie,Christmas Crossfire,Detlev Buck,"Kostja Ullmann, Alli Neumann, Sascha Alexander Gersak, Sophia Thomalla, Merlin Rose, Detlev Buck, Peter Kurth, Anika Mauer, Frederic Linkemann, Bernd Hölscher",Germany,2020-12-04,2020,TV-MA,106 min,"Comedies, International Movies, Thrillers","A man foils an attempted murder, then flees the crew of would-be killers along with their intended target as a woman he's just met tries to find him.",4.8,German
76,s1595,Movie,Leyla Everlasting,,"Demet Akbağ, Haluk Bilginer, Elçin Sangu, Fırat Tanış, Alican Yücesoy, Emre Kıvılcım, Hakan Eke, İhsan Ceylan, Bimen Zartar",Turkey,2020-12-04,2020,TV-MA,113 min,"Comedies, International Movies","A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.",3.7,Turkish
77,s1602,Movie,Just Another Christmas,Roberto Santucci,"Leandro Hassum, Elisa Pinheiro, Danielle Winits, Louise Cardoso, Rodrigo Fagundes, Arianne Botelho, Miguel Rômulo, José Rubens Chachá, Levi Ferreira, Daniel Filho",Brazil,2020-12-03,2020,TV-MA,101 min,"Comedies, International Movies","Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life.",6.7,Portuguese
78,s1610,Movie,Angela's Christmas Wish,Damien O’Connor,"Lucy O'Connell, Brendan Mullins, Ruth Negga, Lola Metcalfe, Jared Harris, Moe Dunford, Oscar Butler, Shona Hamill, Pat Kinevane, Janet Moran, Anya O'Connor",United States,2020-12-01,2020,TV-Y,48 min,Children & Family Movies,"With her father working far away in Australia, a determined Angela makes a plan — and a heartfelt wish — to reunite her family in time for the holidays.",7.1,English
79,s1631,Movie,Finding Agnes,Marla M. Ancheta,"Jelson Bay, Sue Ramirez, Sandy Andolong, Roxanne Guinoo, Cheska Iñigo, Hannah Ledesma, Yuan Francisco, Raffa Esplana, Varoon Kessop",Philippines,2020-11-30,2020,TV-PG,106 min,"Dramas, International Movies","On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter.",4.7,Filipino
80,s1637,Movie,Dance Dreams: Hot Chocolate Nutcracker,Oliver Bokelberg,Debbie Allen,United States,2020-11-27,2020,TV-PG,81 min,"Children & Family Movies, Documentaries","This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker.""",7.1,English
81,s1643,Movie,The Beast,Ludovico Di Martino,"Fabrizio Gifuni, Lino Musella, Monica Piseddu, Andrea Pennacchi, Emanuele Linfatti, Nicolò Galasso, Giacomo Colavito, Giada Gagliardi, Gianmarco Vettori, Silvia Gallerano, Massimiliano Setti",Italy,2020-11-27,2020,TV-MA,100 min,"Action & Adventure, International Movies","To rescue his daughter, an unstable Special Forces veteran unleashes his inner beast as he pursues her kidnappers — and soon becomes a suspect himself.",5.2,Italian
82,s1644,Movie,The Call,Lee Chung-hyun,"Park Shin-hye, Jun Jong-seo, Kim Sung-ryoung, EL, Park Ho-san, Oh Jung-se, Lee Dong-hwi, Um Chae-young",South Korea,2020-11-27,2020,TV-MA,112 min,"International Movies, Thrillers","Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate.",4.1,Korean
83,s1651,Movie,Shawn Mendes: Live in Concert,Paul Dugdale,Shawn Mendes,"United Kingdom, United States",2020-11-25,2020,TV-PG,87 min,Music & Musicals,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",7.4,English
84,s1652,Movie,The Christmas Chronicles: Part Two,Chris Columbus,"Kurt Russell, Goldie Hawn, Darby Camp, Jahzir Bruno, Julian Dennison, Judah Lewis, Kimberly Williams-Paisley, Tyrese Gibson",Canada,2020-11-25,2020,PG,115 min,"Children & Family Movies, Comedies","Unhappy over her mom’s new relationship, a now-teenage Kate runs away and lands at the North Pole, where a naughty elf is plotting to cancel Christmas.",6.0,English
85,s1657,Movie,Hillbilly Elegy,Ron Howard,"Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto, Bo Hopkins, Owen Asztalos",United States,2020-11-24,2020,R,117 min,Dramas,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",6.7,English
86,s1658,Movie,Notes for My Son,Carlos Sorín,"Valeria Bertuccelli, Esteban Lamothe, Julián Sorín, Mauricio Dayub, Malena Pichot, Catarina Spinetta, Carla Quevedo, Anita Pauls, Mónica Antonópulos, Paola Barrientos, Ana Katz, Romina Richi, Diego Gentile, Beatriz Spelzini, Diego Reinhold",Argentina,2020-11-24,2020,TV-MA,84 min,"Dramas, International Movies","Battling terminal cancer, a woman writes a one of a kind notebook about life, death and love for her son to remember her by. Based on a true story.",6.3,Spanish
87,s1661,Movie,Shawn Mendes: In Wonder,Grant Singer,Shawn Mendes,United States,2020-11-23,2020,TV-MA,83 min,"Documentaries, Music & Musicals","Over the course of a world tour, this unguarded documentary follows Shawn Mendes as he opens up about his stardom, relationships and musical future.",6.6,English
88,s1667,Movie,Alien Xmas,Stephen Chiodo,"Keythe Farley, Dee Bradley Baker, Kaliayh Rhambo, Michelle Deco, Barbara Goodson",United States,2020-11-20,2020,TV-Y,42 min,Children & Family Movies,"A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents.",6.2,English
89,s1670,Movie,If Anything Happens I Love You,"Will McCormack, Michael Govier",,United States,2020-11-20,2020,PG,13 min,Dramas,Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting.,7.8,English
90,s1682,Movie,The Princess Switch: Switched Again,Mike Rohl,"Vanessa Hudgens, Nick Sagar, Sam Palladio, Mia Lloyd, Lachlan Nieboer, Ricky Norwood, Florence Hall, Suanne Braun, Mark Fleischmann",United States,2020-11-19,2020,TV-G,97 min,"Children & Family Movies, Comedies, Dramas","When Margaret's Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan?",5.4,English
91,s1704,Movie,Jingle Jangle: A Christmas Journey,David E. Talbert,"Forest Whitaker, Keegan-Michael Key, Hugh Bonneville, Anika Noni Rose, Madalen Mills, Phylicia Rashad, Ricky Martin, Justin Cornwell, Sharon Rose, Lisa Davina Phillip, Kieron Dyer",United States,2020-11-13,2020,PG,124 min,"Children & Family Movies, Music & Musicals","Decades after his trusted apprentice betrayed him, a once-joyful toymaker finds new hope when his kind and curious granddaughter comes into his life.",6.5,English
92,s1706,Movie,The Life Ahead,Edoardo Ponti,"Sophia Loren, Ibrahima Gueye, Renato Carpentieri, Diego Iosif Pirvu, Massimiliano Rossi, Abril Zamora, Babak Karimi",Italy,2020-11-13,2020,PG-13,95 min,"Dramas, International Movies",A Holocaust survivor running a daycare business forms an unlikely friendship with a bitter street kid when she takes him in after he robs her.,6.8,Italian
93,s1713,Movie,Ludo,Anurag Basu,"Abhishek Bachchan, Aditya Roy Kapur, Rajkummar Rao, Sanya Malhotra, Fatima Sana Shaikh, Pankaj Tripathi, Rohit Saraf, Shalini Vatsa, Pearle Maaney",India,2020-11-12,2020,TV-MA,150 min,"Comedies, Dramas, International Movies","From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",7.6,Hindi
94,s1721,Movie,What We Wanted,Ulrike Kofler,"Lavinia Wilson, Elyas M'Barek, Anna Unterberger, Lukas Spisser, Iva Höpperger, Fedor Teyml, Marta Manduca, Maria Hofstätter, Tina Haller",Austria,2020-11-11,2020,TV-MA,93 min,"Dramas, International Movies",A couple facing fertility issues finds their marriage tested on a vacation to a Sardinian resort — and the family next door only adds to the tension.,5.8,German
95,s1726,Movie,Citation,Kunle Afolayan,"Temi Otedola, Jimmy Jean-Louis, Joke Silva, Gabriel Afolayan, Adjetey Anang, Ini Edo, Sadiq Daba, Wole Olowomojuore, Yomi Fash-Lanso, Bukunmi Oluwashina, Bienvenu Neba, Ray Reboul, Ibukun Awosika, Seun Kuti",Nigeria,2020-11-06,2020,TV-MA,151 min,"Dramas, International Movies",A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.,6.2,English
96,s1737,Movie,Operation Christmas Drop,Martin Wood,"Kat Graham, Alexander Ludwig, Virginia Madsen, Janet Kidder, Jeff Joseph, Bethany Brown, Trezzo Mahoro, Rohan Campbell, Aliza Vellani, Aaron Douglas, Xavier de Guzman, Bruce Best",United States,2020-11-05,2020,TV-G,96 min,"Children & Family Movies, Comedies, Romantic Movies",A by-the-book political aide falls for a big-hearted Air Force pilot while looking to shut down his tropical base and its airborne Christmas tradition.,5.8,English
97,s1776,Movie,His House,Remi Weekes,"Ṣọpẹ́ Dìrísù, Wunmi Mosaku, Matt Smith, Malaika Wakoli-Abigaba",United Kingdom,2020-10-30,2020,TV-14,93 min,"Horror Movies, Independent Movies","As a young couple from war-torn South Sudan seeks asylum and a fresh start in England, they’re tormented by a sinister force living in their new home.",6.5,English
98,s1778,Movie,Kaali Khuhi,Terrie Samundra,"Shabana Azmi, Leela Samson, Sanjeeda Sheikh, Satyadeep Misra, Riva Arora, Hetvi Bhanushali, Rose Rathod",India,2020-10-30,2020,TV-14,91 min,"Horror Movies, International Movies","When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl.",3.4,Hindi
99,s1781,Movie,Rogue City,Olivier Marchal,"Lannick Gautry, Stanislas Merhar, Kaaris, David Belle, Jean Reno, Claudia Cardinale, Gérard Lanvin, Patrick Catalifo, Moussa Maaskri, Catherine Marchal",France,2020-10-30,2020,TV-MA,116 min,"Dramas, International Movies, Thrillers","Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands.",6.1,French
100,s1784,Movie,The Day of the Lord,Santiago Alvarado Ilarri,"Juli Fàbregas, Ximena Romo, Héctor Illanes, Dolores Heredia","Mexico, Spain",2020-10-30,2020,TV-MA,93 min,"Horror Movies, International Movies","In this horror movie, a retired priest haunted by his sins is pulled back into the darkness when a friend begs him to help his possessed daughter.",4.9,Spanish
101,s1786,Movie,Holidate,John Whitesell,"Emma Roberts, Luke Bracey, Kristin Chenoweth, Frances Fisher, Jessica Capshaw, Andrew Bachelor, Cynthy Wu, Alex Moffat, Manish Dayal",United States,2020-10-28,2020,TV-MA,105 min,"Comedies, Romantic Movies","Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",6.1,English
102,s1789,Movie,Nobody Sleeps in the Woods Tonight,Bartosz M. Kowalski,"Julia Wieniawa-Narkiewicz, Michał Lupa, Wiktoria Gąsiewska, Stanisław Cywka, Sebastian Dela, Gabriela Muskała, Michał Zbroja, Mirosław Zbrojewicz, Piotr Cyrwus, Olaf Lubaszenko, Wojciech Mecwaldowski",Poland,2020-10-28,2020,TV-MA,103 min,"Horror Movies, International Movies","Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever.",4.8,Polish
103,s1790,Movie,Secrets of the Saqqara Tomb,James Tovell,,United States,2020-10-28,2020,TV-PG,114 min,Documentaries,"After unearthing a tomb that had been untouched for 4,400 years, Egyptian archaeologists attempt to decipher the history of the extraordinary find.",7.3,English/Arabic
104,s1793,Movie,Guillermo Vilas: Settling the Score,Matías Gueilburt,,Argentina,2020-10-27,2020,TV-14,95 min,"Documentaries, International Movies, Sports Movies","An Argentine journalist strives to prove that his countryman, tennis star Guillermo Vilas, was wrongly denied the No. 1 world ranking in the 1970s.",7.1,Spanish
105,s1794,Movie,Sarah Cooper: Everything's Fine,Natasha Lyonne,"Sarah Cooper, Fred Armisen, Maya Rudolph, Ben Stiller, Megan Thee Stallion, Jane Lynch, Jon Hamm, Aubrey Plaza, Connie Chung, Jordan Black, Tommy Davidson, Helen Mirren, Jonathan Van Ness, Danielle Brooks, Winona Ryder, Marcella Arguello, Eddie Pepitone, Marisa Tomei, Whoopi Goldberg, Tom Kane",United States,2020-10-27,2020,TV-MA,50 min,Comedies,"Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests.",5.6,English
106,s1802,Movie,Over the Moon,Glen Keane,"Cathy Ang, Phillipa Soo, Ken Jeong, Robert G. Chiu, John Cho, Sandra Oh, Ruthie Ann Miles, Margaret Cho, Kimiko Glenn, Artt Butler, Irene Tsu, Clem Cheung, Conrad Ricamora","China, United States",2020-10-23,2020,PG,100 min,"Children & Family Movies, Music & Musicals","Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",6.4,English
107,s1807,Movie,Cadaver,Jarand Herdal,"Gitte Witt, Thomas Gullestad, Thorbjørn Harr, Tuva Olivia Remman, Trine Wiggen, Maria Grazia Di Meo, Kingsford Siayor, Jonatan Rodriguez",Norway,2020-10-22,2020,TV-MA,87 min,"Horror Movies, International Movies","When a peculiar hotel dinner show draws crowds during a postapocalyptic famine, one family discovers they'll pay much more than the price of admission.",5.1,Norwegian
108,s1815,Movie,Rebecca,Ben Wheatley,"Lily James, Armie Hammer, Kristin Scott Thomas, Keeley Hawes, Ann Dowd, Sam Riley, Tom Goodman-Hill, Mark Lewis Jones, John Hollingworth, Bill Paterson",United Kingdom,2020-10-21,2020,PG-13,123 min,"Dramas, Romantic Movies, Thrillers","A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife.",6.0,English
109,s1843,Movie,The Trial of the Chicago 7,Aaron Sorkin,"Sacha Baron Cohen, Eddie Redmayne, Yahya Abdul-Mateen II, Jeremy Strong, Mark Rylance, Joseph Gordon-Levitt, Michael Keaton, Frank Langella, John Carroll Lynch, Alex Sharp, John Doman, Ben Shenkman","United States, United Kingdom, India",2020-10-16,2020,R,130 min,Dramas,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,7.8,English
